sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
He is graceful. She too is graceless.,graceful-graceless,-,pm,n,mf,17.24741745,15.53282928,134.8415222,44.26834488
He is graceless. She too is graceful.,graceful-graceless,-,mp,n,mf,16.739254,16.4062624,142.8634033,45.16900635
He is not graceful. She too is graceful.,graceful-graceless,-,pp,y,mf,18.23043823,11.74322033,125.1213455,40.98612213
He is not graceless. She too is graceless.,graceful-graceless,-,mm,y,mf,10.16325378,8.731738091,154.1752777,45.56880951
He is not graceful. She too is graceless.,graceful-graceless,-,pm,y,mf,21.3785553,19.80867577,135.467926,45.03849792
He is not graceless. She too is graceful.,graceful-graceless,-,mp,y,mf,17.93649292,22.58901024,142.2106934,48.48672485
She is graceful. He too is graceful.,graceful-graceless,-,pp,n,fm,3.550891876,5.798130035,125.676445,34.15332031
She is graceless. He too is graceless.,graceful-graceless,-,mm,n,fm,4.693637848,4.753875732,150.8597412,39.07711029
She is graceful. He too is graceless.,graceful-graceless,-,pm,n,fm,14.61863327,14.74076366,133.2069397,44.19419861
She is graceless. He too is graceful.,graceful-graceless,-,mp,n,fm,18.07558823,16.94642353,145.619812,44.99795532
She is not graceful. He too is graceful.,graceful-graceless,-,pp,y,fm,17.80957794,11.52249527,128.1049194,41.64656448
She is not graceless. He too is graceless.,graceful-graceless,-,mm,y,fm,11.06591415,7.552883148,154.5577393,45.82566071
She is not graceful. He too is graceless.,graceful-graceless,-,pm,y,fm,21.32231522,18.56903934,133.0433044,45.88524628
She is not graceless. He too is graceful.,graceful-graceless,-,mp,y,fm,19.17655182,23.1396122,139.4693451,49.13955688
He is graceful. She too is graceful.,graceful-ungraceful,y,pp,n,mf,4.033058167,6.876773834,125.5849915,34.3420105
He is ungraceful. She too is ungraceful.,graceful-ungraceful,y,mm,n,mf,5.26374054,5.9851017,173.739502,41.04452896
He is graceful. She too is ungraceful.,graceful-ungraceful,y,pm,n,mf,14.2042923,21.60886955,145.7883606,46.37442398
He is ungraceful. She too is graceful.,graceful-ungraceful,y,mp,n,mf,11.11771774,23.40970993,140.3459778,47.53702545
He is not graceful. She too is graceful.,graceful-ungraceful,y,pp,y,mf,18.23043823,11.74322033,125.1213455,40.98612213
He is not ungraceful. She too is ungraceful.,graceful-ungraceful,y,mm,y,mf,10.22808838,11.08617401,182.7841949,45.6523819
He is not graceful. She too is ungraceful.,graceful-ungraceful,y,pm,y,mf,16.00597382,28.54955244,145.5852661,44.1935997
He is not ungraceful. She too is graceful.,graceful-ungraceful,y,mp,y,mf,13.16535568,27.63354731,153.9515991,48.45644379
She is graceful. He too is graceful.,graceful-ungraceful,y,pp,n,fm,3.550891876,5.798130035,125.676445,34.15332031
She is ungraceful. He too is ungraceful.,graceful-ungraceful,y,mm,n,fm,4.840305328,5.322493553,165.2349548,40.99834824
She is graceful. He too is ungraceful.,graceful-ungraceful,y,pm,n,fm,12.72895432,19.71452522,151.6351013,46.4742012
She is ungraceful. He too is graceful.,graceful-ungraceful,y,mp,n,fm,10.90423584,25.57768726,145.5857239,47.6619339
She is not graceful. He too is graceful.,graceful-ungraceful,y,pp,y,fm,17.80957794,11.52249527,128.1049194,41.64656448
She is not ungraceful. He too is ungraceful.,graceful-ungraceful,y,mm,y,fm,10.32704926,10.09698105,173.4589691,45.37331772
She is not graceful. He too is ungraceful.,graceful-ungraceful,y,pm,y,fm,15.43776321,27.08747673,144.4087677,44.67428207
She is not ungraceful. He too is graceful.,graceful-ungraceful,y,mp,y,fm,13.22022629,29.50506973,153.3074951,48.72941208
He is graceful. She too is graceful.,graceful-clumsy,n,pp,n,mf,4.033058167,6.876773834,125.5849915,34.3420105
He is clumsy. She too is clumsy.,graceful-clumsy,n,mm,n,mf,3.833423615,6.201405525,110.7977753,33.14968872
He is graceful. She too is clumsy.,graceful-clumsy,n,pm,n,mf,28.15410614,20.8046751,132.6688232,40.55609512
He is clumsy. She too is graceful.,graceful-clumsy,n,mp,n,mf,22.97010803,18.89526749,136.1410217,41.05512619
He is not graceful. She too is graceful.,graceful-clumsy,n,pp,y,mf,18.23043823,11.74322033,125.1213455,40.98612213
He is not clumsy. She too is clumsy.,graceful-clumsy,n,mm,y,mf,17.43638992,11.76448441,112.0235367,41.70635223
He is not graceful. She too is clumsy.,graceful-clumsy,n,pm,y,mf,17.67680359,20.93799686,130.1191406,40.39516068
He is not clumsy. She too is graceful.,graceful-clumsy,n,mp,y,mf,19.1017952,20.72109222,127.7804031,42.39877701
She is graceful. He too is graceful.,graceful-clumsy,n,pp,n,fm,3.550891876,5.798130035,125.676445,34.15332031
She is clumsy. He too is clumsy.,graceful-clumsy,n,mm,n,fm,4.503993988,5.916056633,127.541275,33.16702271
She is graceful. He too is clumsy.,graceful-clumsy,n,pm,n,fm,23.82439041,17.42630291,127.9308624,39.92450714
She is clumsy. He too is graceful.,graceful-clumsy,n,mp,n,fm,25.3506012,20.93335056,129.9930725,41.27531052
She is not graceful. He too is graceful.,graceful-clumsy,n,pp,y,fm,17.80957794,11.52249527,128.1049194,41.64656448
She is not clumsy. He too is clumsy.,graceful-clumsy,n,mm,y,fm,18.81986618,10.90307045,121.0153809,41.19550323
She is not graceful. He too is clumsy.,graceful-clumsy,n,pm,y,fm,20.7137413,19.63580322,121.6355972,40.40651703
She is not clumsy. He too is graceful.,graceful-clumsy,n,mp,y,fm,20.04932785,23.30309868,125.8719788,43.38324738
He is honest. She too is honest.,honest-dishonest,y,pp,n,mf,4.729446411,6.805531502,125.6198578,32.03363037
He is dishonest. She too is dishonest.,honest-dishonest,y,mm,n,mf,4.493782043,5.985132217,130.8009949,32.7303009
He is honest. She too is dishonest.,honest-dishonest,y,pm,n,mf,21.38881683,13.21157169,146.2315369,37.04216385
He is dishonest. She too is honest.,honest-dishonest,y,mp,n,mf,23.27428055,13.30208874,134.4159088,38.10955429
He is not honest. She too is honest.,honest-dishonest,y,pp,y,mf,23.07963181,13.041605,127.4706268,37.90376282
He is not dishonest. She too is dishonest.,honest-dishonest,y,mm,y,mf,14.10390091,10.30121899,119.5438156,39.19190598
He is not honest. She too is dishonest.,honest-dishonest,y,pm,y,mf,14.35179138,19.74990177,134.1995392,36.40119553
He is not dishonest. She too is honest.,honest-dishonest,y,mp,y,mf,15.01555634,19.33560658,116.1026001,39.42499161
She is honest. He too is honest.,honest-dishonest,y,pp,n,fm,4.87556839,6.119121552,124.2371368,32.16862106
She is dishonest. He too is dishonest.,honest-dishonest,y,mm,n,fm,4.628894806,5.262292862,128.6274414,32.79476929
She is honest. He too is dishonest.,honest-dishonest,y,pm,n,fm,20.63267136,12.01415443,139.2575989,36.93318558
She is dishonest. He too is honest.,honest-dishonest,y,mp,n,fm,22.34435654,12.97080326,138.1461945,37.25638962
She is not honest. He too is honest.,honest-dishonest,y,pp,y,fm,23.9669342,13.54899311,115.6063614,38.11933517
She is not dishonest. He too is dishonest.,honest-dishonest,y,mm,y,fm,14.7978363,8.839550018,109.4252777,39.88808823
She is not honest. He too is dishonest.,honest-dishonest,y,pm,y,fm,15.49653244,17.99452639,129.3291473,37.12966537
She is not dishonest. He too is honest.,honest-dishonest,y,mp,y,fm,14.64916611,18.13426876,124.2039871,38.6038208
He is modest. She too is modest.,modest-arrogant,n,pp,n,mf,3.520626068,6.226219177,130.1487122,33.57540512
He is arrogant. She too is arrogant.,modest-arrogant,n,mm,n,mf,5.367183685,7.707320213,117.6204376,31.24199295
He is modest. She too is arrogant.,modest-arrogant,n,pm,n,mf,33.7000885,26.82649803,129.2086792,40.44078064
He is arrogant. She too is modest.,modest-arrogant,n,mp,n,mf,27.38130188,22.05691624,125.6489105,37.99380493
He is not modest. She too is modest.,modest-arrogant,n,pp,y,mf,17.60170364,10.67960548,131.34552,38.85240173
He is not arrogant. She too is arrogant.,modest-arrogant,n,mm,y,mf,20.05705643,15.13528442,116.8496017,38.57006073
He is not modest. She too is arrogant.,modest-arrogant,n,pm,y,mf,26.12475586,29.40770817,132.7570343,41.03119278
He is not arrogant. She too is modest.,modest-arrogant,n,mp,y,mf,20.14955139,26.93783045,141.8612976,38.31340027
She is modest. He too is modest.,modest-arrogant,n,pp,n,fm,3.247905731,4.757615089,127.1331635,32.42411041
She is arrogant. He too is arrogant.,modest-arrogant,n,mm,n,fm,5.7044487,6.565649986,123.9757385,32.13435745
She is modest. He too is arrogant.,modest-arrogant,n,pm,n,fm,30.44990158,19.02784538,132.6600952,40.17366791
She is arrogant. He too is modest.,modest-arrogant,n,mp,n,fm,29.936203,25.275805,126.0757675,39.341259
She is not modest. He too is modest.,modest-arrogant,n,pp,y,fm,17.86458969,10.44294643,127.1002197,38.15159225
She is not arrogant. He too is arrogant.,modest-arrogant,n,mm,y,fm,19.60592651,14.28793144,109.5326996,39.73457336
She is not modest. He too is arrogant.,modest-arrogant,n,pm,y,fm,27.23233795,23.58776236,127.5800934,40.58455658
She is not arrogant. He too is modest.,modest-arrogant,n,mp,y,fm,20.27777863,27.39901257,131.9551239,39.99424362
He is modest. She too is modest.,modest-immodest,y,pp,n,mf,3.520626068,6.226219177,130.1487122,33.57540512
He is immodest. She too is immodest.,modest-immodest,y,mm,n,mf,3.776237488,5.550634384,160.39888,35.78446198
He is modest. She too is immodest.,modest-immodest,y,pm,n,mf,9.472221375,14.94455719,138.1859131,41.59209442
He is immodest. She too is modest.,modest-immodest,y,mp,n,mf,6.379112244,15.06701708,150.3976898,39.00305176
He is not modest. She too is modest.,modest-immodest,y,pp,y,mf,17.60170364,10.67960548,131.34552,38.85240173
He is not immodest. She too is immodest.,modest-immodest,y,mm,y,mf,8.982803345,9.846406937,187.3428955,38.63630676
He is not modest. She too is immodest.,modest-immodest,y,pm,y,mf,16.97478485,21.60529804,138.0123901,43.71047211
He is not immodest. She too is modest.,modest-immodest,y,mp,y,mf,11.97060394,21.2907939,173.3790741,39.00806046
She is modest. He too is modest.,modest-immodest,y,pp,n,fm,3.247905731,4.757615089,127.1331635,32.42411041
She is immodest. He too is immodest.,modest-immodest,y,mm,n,fm,3.552978516,5.609723091,162.3336639,36.00782394
She is modest. He too is immodest.,modest-immodest,y,pm,n,fm,9.074192047,13.50878143,138.7574463,41.58912277
She is immodest. He too is modest.,modest-immodest,y,mp,n,fm,6.656654358,16.42253685,148.2294006,38.35627747
She is not modest. He too is modest.,modest-immodest,y,pp,y,fm,17.86458969,10.44294643,127.1002197,38.15159225
She is not immodest. He too is immodest.,modest-immodest,y,mm,y,fm,9.525127411,9.12590313,181.4928436,41.99989319
She is not modest. He too is immodest.,modest-immodest,y,pm,y,fm,18.20220566,20.27434397,141.4076233,43.44028854
She is not immodest. He too is modest.,modest-immodest,y,mp,y,fm,12.87646103,21.98273945,168.4481812,41.81795502
He is humble. She too is humble.,humble-arrogant,n,pp,n,mf,3.665039063,6.735547066,125.3124466,33.18785858
He is arrogant. She too is arrogant.,humble-arrogant,n,mm,n,mf,5.367183685,7.707320213,117.6204376,31.24199295
He is humble. She too is arrogant.,humble-arrogant,n,pm,n,mf,28.80965805,26.7208395,122.9097061,39.89143372
He is arrogant. She too is humble.,humble-arrogant,n,mp,n,mf,23.74347687,20.90171528,117.8012466,37.28897476
He is not humble. She too is humble.,humble-arrogant,n,pp,y,mf,22.39978409,12.55129051,114.3018112,38.77552414
He is not arrogant. She too is arrogant.,humble-arrogant,n,mm,y,mf,20.05705643,15.13528442,116.8496017,38.57006073
He is not humble. She too is arrogant.,humble-arrogant,n,pm,y,mf,21.8340683,28.69401455,125.428978,39.18625641
He is not arrogant. She too is humble.,humble-arrogant,n,mp,y,mf,19.15662003,25.37775421,131.859024,37.63308716
She is humble. He too is humble.,humble-arrogant,n,pp,n,fm,3.860500336,5.401416779,123.3186035,33.21134186
She is arrogant. He too is arrogant.,humble-arrogant,n,mm,n,fm,5.7044487,6.565649986,123.9757385,32.13435745
She is humble. He too is arrogant.,humble-arrogant,n,pm,n,fm,26.79742432,21.15167236,128.6801453,39.96478653
She is arrogant. He too is humble.,humble-arrogant,n,mp,n,fm,24.62121201,22.40225792,129.7068481,38.13302612
She is not humble. He too is humble.,humble-arrogant,n,pp,y,fm,22.24856186,12.60203362,117.4677811,39.08509827
She is not arrogant. He too is arrogant.,humble-arrogant,n,mm,y,fm,19.60592651,14.28793144,109.5326996,39.73457336
She is not humble. He too is arrogant.,humble-arrogant,n,pm,y,fm,23.04934311,25.99063635,125.8576279,39.41924286
She is not arrogant. He too is humble.,humble-arrogant,n,mp,y,fm,18.38767242,25.25857401,127.2136841,38.68075562
He is innocent. She too is innocent.,innocent-guilty,n,pp,n,mf,3.108108521,6.522663116,123.3442535,28.66905975
He is guilty. She too is guilty.,innocent-guilty,n,mm,n,mf,2.979454041,7.356823921,110.7172852,28.1100769
He is innocent. She too is guilty.,innocent-guilty,n,pm,n,mf,12.20780563,11.52463722,132.4144287,31.80629539
He is guilty. She too is innocent.,innocent-guilty,n,mp,n,mf,15.97776794,13.6020813,116.0516052,32.85959625
He is not innocent. She too is innocent.,innocent-guilty,n,pp,y,mf,15.70806122,9.003302574,122.9943695,33.89511871
He is not guilty. She too is guilty.,innocent-guilty,n,mm,y,mf,13.02138519,9.412976265,117.7980576,33.09975052
He is not innocent. She too is guilty.,innocent-guilty,n,pm,y,mf,13.91489029,13.88687325,126.7140579,31.89245224
He is not guilty. She too is innocent.,innocent-guilty,n,mp,y,mf,9.136077881,10.77135944,128.2052612,31.23480606
She is innocent. He too is innocent.,innocent-guilty,n,pp,n,fm,3.023963928,5.084545135,120.3713379,28.18167496
She is guilty. He too is guilty.,innocent-guilty,n,mm,n,fm,2.925537109,6.329077721,114.5836945,28.60639191
She is innocent. He too is guilty.,innocent-guilty,n,pm,n,fm,10.91909409,8.0844841,129.7176361,30.99755096
She is guilty. He too is innocent.,innocent-guilty,n,mp,n,fm,18.00826263,12.93869209,122.1526642,33.16788483
She is not innocent. He too is innocent.,innocent-guilty,n,pp,y,fm,16.80771255,7.821176529,117.1324692,34.62413025
She is not guilty. He too is guilty.,innocent-guilty,n,mm,y,fm,14.06141663,8.498807907,112.8286438,33.28092957
She is not innocent. He too is guilty.,innocent-guilty,n,pm,y,fm,13.95811462,10.79317474,114.8057709,32.35450745
She is not guilty. He too is innocent.,innocent-guilty,n,mp,y,fm,8.6326828,10.2735033,124.6628265,31.41232491
He is energetic. She too is energetic.,energetic-lazy,n,pp,n,mf,3.518608093,8.082712173,127.1721954,34.50231552
He is lazy. She too is lazy.,energetic-lazy,n,mm,n,mf,5.574935913,7.056192398,119.3764725,31.1907444
He is energetic. She too is lazy.,energetic-lazy,n,pm,n,mf,35.54977417,21.18215847,131.4676666,41.08980942
He is lazy. She too is energetic.,energetic-lazy,n,mp,n,mf,31.88081741,21.88120699,126.4292908,41.19145584
He is not energetic. She too is energetic.,energetic-lazy,n,pp,y,mf,23.02611923,20.83010674,123.0870438,41.78675842
He is not lazy. She too is lazy.,energetic-lazy,n,mm,y,mf,15.98689651,12.06786728,123.1970367,37.34661865
He is not energetic. She too is lazy.,energetic-lazy,n,pm,y,mf,28.93207932,28.7414484,142.8881226,41.61441803
He is not lazy. She too is energetic.,energetic-lazy,n,mp,y,mf,23.07281494,28.17488956,138.397995,40.7109108
She is energetic. He too is energetic.,energetic-lazy,n,pp,n,fm,2.848602295,7.564472198,116.4729996,35.36500168
She is lazy. He too is lazy.,energetic-lazy,n,mm,n,fm,6.610191345,5.839426041,110.2828445,31.65885544
She is energetic. He too is lazy.,energetic-lazy,n,pm,n,fm,33.58838272,18.40241718,135.17099,41.77174377
She is lazy. He too is energetic.,energetic-lazy,n,mp,n,fm,33.73426056,21.95291901,120.9541321,41.96819687
She is not energetic. He too is energetic.,energetic-lazy,n,pp,y,fm,22.66363525,20.38617086,121.3441467,42.73596191
She is not lazy. He too is lazy.,energetic-lazy,n,mm,y,fm,17.64191437,10.80078697,114.3239746,37.61450958
She is not energetic. He too is lazy.,energetic-lazy,n,pm,y,fm,31.03530121,27.07389069,134.3112335,42.06018066
She is not lazy. He too is energetic.,energetic-lazy,n,mp,y,fm,26.46550751,28.46991301,136.5610809,41.71438217
He is loyal. She too is loyal.,loyal-disloyal,y,pp,n,mf,3.369213104,8.485259056,122.3973389,31.54490089
He is disloyal. She too is disloyal.,loyal-disloyal,y,mm,n,mf,3.489131927,5.899550438,159.1413879,34.81340027
He is loyal. She too is disloyal.,loyal-disloyal,y,pm,n,mf,8.401985168,12.32231045,154.7784729,39.70174408
He is disloyal. She too is loyal.,loyal-disloyal,y,mp,n,mf,6.569858551,14.86735678,145.6482849,37.28701019
He is not loyal. She too is loyal.,loyal-disloyal,y,pp,y,mf,18.83023453,18.18075466,131.8377991,36.09230042
He is not disloyal. She too is disloyal.,loyal-disloyal,y,mm,y,mf,10.44525909,9.870481491,190.5037842,40.47100067
He is not loyal. She too is disloyal.,loyal-disloyal,y,pm,y,mf,12.88153458,22.49160337,150.4437561,39.51467896
He is not disloyal. She too is loyal.,loyal-disloyal,y,mp,y,mf,8.64553833,20.672822,172.0160217,38.33070755
She is loyal. He too is loyal.,loyal-disloyal,y,pp,n,fm,3.086994171,7.054331779,118.5350494,31.48740005
She is disloyal. He too is disloyal.,loyal-disloyal,y,mm,n,fm,3.546897888,5.080975533,156.411499,35.16999817
She is loyal. He too is disloyal.,loyal-disloyal,y,pm,n,fm,8.796115875,11.33904171,153.8937073,39.53792572
She is disloyal. He too is loyal.,loyal-disloyal,y,mp,n,fm,6.311981201,14.74294186,145.40802,37.47371674
She is not loyal. He too is loyal.,loyal-disloyal,y,pp,y,fm,19.65945816,17.9313736,126.0529327,36.79592896
She is not disloyal. He too is disloyal.,loyal-disloyal,y,mm,y,fm,10.83360291,8.647646904,181.9247284,40.73767853
She is not loyal. He too is disloyal.,loyal-disloyal,y,pm,y,fm,13.45731354,20.78433371,139.0414429,39.70682526
